고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,월
"K301680",30,99.276494,3,35.106604,0,0.000000,10.894763,5,"2월"
"K301700",35,113.799672,2,7.277886,3,7.844994,20.949570,4,"2월"
"K301730",24,92.978707,19,28.552516,1,6.100965,4.327934,5,"2월"
"K302010",20,62.795586,20,39.434430,0,0.000000,17.940052,0,"2월"
"K302090",23,130.521510,1,21.929490,1,31.000000,14.908507,5,"2월"
"K302180",21,82.281474,35,71.040202,0,0.000000,28.087166,4,"2월"
"K302360",29,84.210481,16,27.247656,3,7.350042,28.046664,1,"2월"
"K302690",7,44.078544,18,37.248355,1,4.685827,8.025746,0,"2월"
"K302860",1,71.274514,16,25.427871,1,4.078656,8.002077,2,"2월"
"K302980",0,0.000000,15,42.613168,1,8.151596,6.609834,0,"2월"
"K303010",0,59.601188,7,17.433547,3,4.521286,15.380778,0,"2월"
"K303220",87,150.836953,35,62.452669,0,0.000000,7.660425,4,"2월"
"K303260",130,224.179725,5,33.248474,0,0.000000,4.187936,2,"2월"
"K303360",50,143.628087,1,6.047498,0,0.000000,4.101633,0,"2월"
"K303490",98,165.584179,15,29.224196,4,9.055385,20.323973,0,"2월"
"K303760",101,208.454850,5,41.200488,3,5.449800,4.668221,8,"2월"
"K303940",66,136.973616,12,64.677795,0,0.000000,5.802559,4,"2월"
"K303950",81,122.715668,14,68.291217,0,0.000000,1.538763,0,"2월"
"K304000",74,152.047238,0,0.000000,0,0.000000,9.858587,0,"2월"
"K304020",99,171.946080,1,3.323700,2,3.190752,7.832613,0,"2월"
"K304150",51,87.868103,8,69.636105,2,4.135963,2.425565,0,"2월"
"K304260",67,139.237160,0,0.000000,1,6.200845,7.341118,0,"2월"
"K304350",94,195.010794,15,52.158389,0,0.000000,25.596506,6,"2월"
"K304380",91,158.025726,8,12.896550,0,0.000000,14.890981,0,"2월"
"K304400",52,108.852789,36,55.473932,2,3.264066,17.433544,0,"2월"
"K304620",105,166.063997,29,45.182654,1,4.376330,34.521327,0,"2월"
"K304750",212,347.419498,8,81.660895,0,3.687084,1.725946,21,"2월"
"K305000",144,219.298817,16,53.647330,0,0.000000,22.617986,6,"2월"
"K305200",146,235.119222,1,15.860113,0,0.000000,3.526566,6,"2월"
"K305240",59,90.290952,26,43.518612,1,6.439670,4.026938,0,"2월"
"K305290",238,431.668614,7,13.710566,0,0.000000,29.435555,22,"2월"
"K305480",92,161.220626,6,141.482223,0,0.000000,8.942925,8,"2월"
"K305600",80,169.783141,4,50.727287,0,0.000000,5.311811,2,"2월"
"K305840",124,222.746386,7,10.666030,0,0.000000,9.450546,6,"2월"
"K305860",115,245.019294,1,159.000000,0,0.000000,27.650410,4,"2월"
"K305990",50,107.901524,52,78.286427,0,0.000000,15.128941,0,"2월"
"K306030",75,159.731201,9,51.306934,0,0.000000,3.655667,0,"2월"
"K306060",82,175.690994,2,18.581666,2,6.570908,23.708269,0,"2월"
"K306080",121,258.470384,3,8.701266,2,4.184215,27.902442,7,"2월"
"K306190",107,187.807234,23,68.463247,1,4.688669,16.628291,7,"2월"
"K306200",50,140.259308,37,56.578030,2,5.395554,15.002401,4,"2월"
"K306270",104,168.654373,13,38.589422,4,7.322692,4.410442,0,"2월"
"K306360",103,221.833405,11,32.771805,0,0.000000,6.962550,8,"2월"
"K306490",60,129.424333,13,92.636306,0,0.000000,28.104406,0,"2월"
"K306570",39,84.378780,47,72.565751,0,0.000000,0.875655,0,"2월"
"K306670",83,128.449638,23,37.657926,2,6.087172,6.775487,0,"2월"
"K306730",70,106.124606,26,64.773847,0,0.000000,26.015434,0,"2월"
"K306860",109,238.056108,44,111.863806,1,4.851380,13.180576,10,"2월"
"K306910",50,97.400470,20,94.068864,1,1.959768,1.626618,0,"2월"
"K306930",70,113.896025,24,50.906791,1,2.957241,16.545564,0,"2월"
"K307050",246,436.079635,18,38.010773,2,5.847811,10.532218,25,"2월"
"K307240",59,130.171419,32,65.455777,0,0.000000,1.601836,1,"2월"
"K307300",66,146.325838,12,43.980622,4,7.695129,15.097296,0,"2월"
"K307370",54,95.752570,28,54.554680,0,0.000000,2.434127,0,"2월"
"K307450",124,219.860032,11,30.095783,0,0.000000,4.013532,2,"2월"
"K307560",68,151.480493,5,7.985141,0,0.000000,2.518268,0,"2월"
"K307640",73,113.378513,5,23.799571,0,0.000000,17.057771,0,"2월"
"K307770",68,121.186312,27,61.557401,0,0.000000,12.139348,2,"2월"
"K307800",89,198.294403,40,65.221896,3,6.778448,23.639304,6,"2월"
"K307860",130,232.230073,30,104.789322,0,0.000000,1.755265,11,"2월"
"K307940",40,89.220570,7,57.518793,1,4.935606,12.519677,0,"2월"
"K308120",126,225.533912,10,58.952382,0,0.000000,26.552316,6,"2월"
"K308140",125,190.370714,27,65.722137,0,0.000000,5.147389,6,"2월"
"K308170",65,147.673152,29,45.914790,0,0.000000,18.389441,0,"2월"
"K308320",126,198.291600,4,11.226150,1,5.001750,3.456719,0,"2월"
"K308740",65,148.611850,6,14.976017,0,0.000000,13.201267,0,"2월"
"K308930",54,125.375837,1,7.714815,2,5.493271,10.167628,0,"2월"
"K308940",85,163.888388,45,104.065146,1,5.686620,0.192910,3,"2월"
"K308990",70,160.390015,3,7.588685,0,0.000000,16.474470,1,"2월"
"K309170",84,141.274056,1,25.829958,0,0.000000,20.463054,1,"2월"
"K309220",61,112.015288,11,20.839158,0,0.924473,16.850705,0,"2월"
"K309290",59,138.493908,30,127.066455,0,0.000000,23.387995,2,"2월"
"K309310",47,110.716373,14,27.970015,0,0.000000,9.826009,0,"2월"
"K309340",60,141.413191,14,63.755220,0,0.000000,23.102917,3,"2월"
"K309380",55,148.106930,14,28.741030,0,0.000000,15.471093,0,"2월"
"K309620",85,156.262312,23,56.731538,0,0.000000,12.059039,1,"2월"
"K309780",194,318.479246,0,0.000000,1,4.643545,8.062509,11,"2월"
"K309840",105,175.591948,20,34.895222,0,0.000000,20.855545,0,"2월"
"K309900",68,163.658286,0,0.000000,2,4.574213,16.084237,0,"2월"
"K310150",51,93.561883,15,44.047498,2,6.169774,11.516067,0,"2월"
"K310300",52,126.680959,12,44.810566,0,0.000000,5.662997,0,"2월"
"K310380",69,131.532499,20,50.663655,3,5.790132,21.505202,0,"2월"
"K310420",104,157.765365,23,54.401850,0,0.000000,14.538727,1,"2월"
"K310730",62,163.674116,0,0.000000,0,0.000000,28.963407,1,"2월"
"K310740",46,112.969034,23,82.976032,1,4.146498,8.346726,1,"2월"
"K310750",129,213.031517,14,26.846446,1,2.485782,13.583450,7,"2월"
"K310810",92,140.863402,18,32.487566,2,4.533149,22.076533,0,"2월"
"K311190",243,385.258042,27,66.162955,0,0.000000,7.467360,22,"2월"
"K311250",87,162.523633,12,22.325773,5,7.891436,9.699746,0,"2월"
"K311330",46,114.574204,12,68.907940,1,4.085451,2.453829,0,"2월"
"K311400",147,243.661650,17,26.632785,3,8.688710,6.821877,4,"2월"
"K311480",71,177.094754,49,87.002656,1,3.488079,24.908798,5,"2월"
"K311550",90,224.775600,1,19.218314,3,5.057451,21.146830,2,"2월"
"K311720",129,204.736826,40,88.695616,0,0.000000,18.644141,9,"2월"
"K311760",59,147.404015,21,37.426109,0,0.000000,13.897220,0,"2월"
"K311810",45,113.188347,14,57.324421,0,0.000000,21.365093,0,"2월"
"K311830",62,155.044656,44,83.584972,3,6.658969,11.049777,3,"2월"
"K311870",197,308.465932,21,47.303647,2,6.091787,12.139313,16,"2월"
"K311910",95,238.322899,1,8.967936,1,3.362976,23.872888,2,"2월"
"K311980",95,150.022087,21,57.021596,1,2.805694,17.319442,3,"2월"
"K312010",125,195.883091,0,0.000000,0,0.000000,17.113387,4,"2월"
"K312090",80,150.053807,14,63.607283,1,7.651145,0.078010,0,"2월"
"K312540",74,189.015509,0,0.000000,1,6.401754,24.562029,2,"2월"
"K312600",38,98.495414,15,65.334634,1,11.500000,20.628849,0,"2월"
"K312610",74,189.799688,29,60.740636,0,0.000000,29.348217,1,"2월"
"K312700",95,145.360205,21,73.144512,2,8.823782,32.798659,0,"2월"
"K312860",164,274.090943,26,51.796714,0,0.000000,34.303171,8,"2월"
"K312990",79,150.333407,11,61.201094,0,0.000000,22.661624,5,"2월"
"K313030",75,142.376105,17,110.195204,2,5.337821,24.917153,4,"2월"
"K313070",51,137.562044,25,89.020414,0,0.000000,27.165208,1,"2월"
"K313140",64,173.669200,18,55.515486,0,0.000000,17.915510,2,"2월"
"K313180",160,413.318520,0,0.000000,2,6.592169,27.656935,21,"2월"
"K313190",81,155.255484,11,61.445232,1,4.154316,16.290443,2,"2월"
"K313380",57,149.587099,3,11.210938,2,5.666178,8.999340,0,"2월"
"K313400",53,139.088090,2,7.731590,0,0.000000,15.663996,0,"2월"
"K313420",42,112.059828,24,76.290498,0,0.000000,13.086792,0,"2월"
"K313450",117,305.116060,8,42.549091,1,2.605046,21.437280,12,"2월"
"K313580",71,186.753895,23,52.684376,1,1.704996,0.094715,1,"2월"
"K313640",64,169.885874,7,29.340313,4,6.851038,10.810894,0,"2월"
"K313690",217,415.476317,1,42.759038,0,0.000000,32.360472,21,"2월"
"K314020",135,261.109049,53,80.863927,0,0.000000,12.701743,11,"2월"
"K314050",82,225.292964,6,16.201826,3,5.291137,7.533271,2,"2월"
"K314150",51,128.744387,4,33.018855,3,5.829306,0.521543,0,"2월"
"K314310",78,123.403762,40,86.421871,2,5.100950,15.008982,1,"2월"
"K314460",83,234.313256,1,109.802740,0,3.125402,5.042826,13,"2월"
"K314520",69,197.486438,4,31.158302,0,0.000000,26.952456,2,"2월"
"K314530",85,242.225394,2,7.131858,0,0.000000,20.832355,7,"2월"
"K314550",121,237.882841,16,53.089733,0,0.000000,25.829559,5,"2월"
"K314740",103,163.798067,7,107.162006,2,7.755145,5.103074,3,"2월"
"K314780",68,134.228324,1,37.296508,0,0.000000,25.616825,0,"2월"
"K314850",94,160.706957,18,77.827152,2,5.568784,17.638924,6,"2월"
"K314870",128,253.023060,2,13.033075,0,0.000000,17.227547,7,"2월"
"K315420",76,121.301928,13,83.900500,1,3.085751,25.967339,0,"2월"
"K315550",86,173.400884,29,64.950641,0,0.000000,18.025747,0,"2월"
"K315840",44,134.862146,11,23.594742,2,4.293671,9.660729,0,"2월"
"K316140",19,203.823258,16,46.029993,0,0.000000,11.100012,2,"2월"
"K316160",24,73.038427,12,69.995159,1,2.668070,3.747681,0,"2월"
"K316240",45,158.039627,7,34.899524,0,0.000000,27.646680,0,"2월"
"K316520",42,187.744754,10,16.225338,0,2.893193,11.785469,4,"2월"
"K316570",20,120.526812,18,42.288372,1,3.664332,2.343933,0,"2월"
"K316840",70,274.435574,0,0.000000,1,35.400000,3.101329,9,"2월"
"K316850",38,235.044774,12,53.821847,0,0.000000,17.411748,5,"2월"
"K316870",46,138.522751,28,85.922188,4,7.933720,35.322308,0,"2월"
"K316940",104,348.529695,2,60.039902,1,2.540787,27.616049,17,"2월"
"K316960",27,171.279236,2,5.261458,1,4.885639,7.474929,0,"2월"
"K317090",28,113.436979,34,56.479507,1,1.911859,3.556181,1,"2월"
"K317200",62,178.675677,13,60.332783,1,3.285729,20.585282,1,"2월"
"K317290",68,210.700142,36,65.969429,0,0.000000,15.454300,8,"2월"
"K317330",25,85.892473,25,60.879364,0,0.000000,17.356063,0,"2월"
"K317510",65,205.554560,4,43.840026,3,6.553192,0.979518,8,"2월"
"K317630",65,425.901684,5,26.632066,1,11.400000,7.837089,23,"2월"
"K317680",35,140.817138,10,17.788815,0,0.000000,14.276755,0,"2월"
"K317700",15,96.792946,51,82.981423,0,0.000000,25.585416,0,"2월"
"K317730",25,166.924178,1,30.032854,1,6.299026,32.332582,0,"2월"
"K317740",23,152.977668,6,43.010555,0,0.000000,16.818938,3,"2월"
"K317830",56,189.810842,15,52.638372,2,7.609111,4.014273,3,"2월"
"K317840",71,238.280599,6,28.520286,2,3.780467,3.054786,4,"2월"
"K317860",27,108.241951,14,26.691393,0,0.000000,0.273302,0,"2월"
"K318020",14,95.438952,34,83.820975,0,0.000000,17.794277,1,"2월"
"K318040",82,284.074526,0,69.198808,0,2.350606,0.945523,15,"2월"
"K318060",39,165.471287,23,42.988783,1,5.181155,0.223767,3,"2월"
"K318220",46,157.406760,13,88.930035,4,9.170100,34.218913,1,"2월"
"K318320",27,188.713602,17,72.723252,0,0.000000,0.411589,3,"2월"
"K318390",16,110.883472,31,101.036018,0,0.000000,9.054978,0,"2월"
"K318450",47,158.067612,6,45.571540,0,0.000000,26.487032,2,"2월"
"K318470",32,128.761572,29,46.132608,0,0.000000,5.924323,2,"2월"
"K318550",42,173.070600,9,22.528512,0,0.000000,34.723323,0,"2월"
"K318640",20,142.939448,17,135.383178,4,6.221929,14.695202,7,"2월"
"K318650",20,143.152920,41,69.460286,3,4.481309,15.470841,4,"2월"
"K318750",12,88.077877,30,81.029703,0,1.944324,3.040534,0,"2월"
"K318770",38,156.107054,0,0.000000,1,3.790894,1.660686,0,"2월"
"K318920",27,111.317962,2,84.395059,2,7.509109,32.587112,0,"2월"
"K319060",35,109.957586,14,56.914666,1,2.237009,11.785574,0,"2월"
"K319100",29,153.131278,13,67.452758,0,0.000000,8.352345,4,"2월"
"K319570",32,240.093624,17,47.807808,0,0.000000,23.068675,10,"2월"
"K319610",21,160.715610,4,7.402658,0,0.000000,6.131488,0,"2월"
"K320270",39,135.336099,6,19.574564,1,1.966822,12.347154,0,"2월"
"K320290",29,91.237662,23,55.585639,0,0.000000,16.623178,0,"2월"
"K320300",14,113.164575,65,103.939785,1,7.200000,18.644694,0,"2월"
"K320520",17,137.564856,32,79.981618,2,5.996417,7.278533,3,"2월"
"K320530",18,149.011920,6,15.334560,4,6.750540,9.840833,0,"2월"
"K320670",53,155.790256,17,29.044776,1,6.295587,30.195861,0,"2월"
"K320680",32,259.402856,52,87.452562,0,0.000000,10.970484,12,"2월"
"K320720",25,106.216963,9,43.528493,3,5.425560,10.098452,0,"2월"
"K320850",28,236.999032,20,132.747602,2,9.283733,8.756785,11,"2월"
"K320950",37,311.837328,52,94.012941,3,7.624122,9.023703,17,"2월"
"K321040",51,218.947749,6,11.478323,0,0.000000,8.931733,2,"2월"
"K321150",17,150.498180,10,18.982190,0,0.000000,25.630690,0,"2월"
"K321290",17,151.042459,0,0.000000,1,2.592940,14.176423,0,"2월"
"K321380",18,163.473853,26,77.473874,2,7.389291,23.612215,1,"2월"
"K321430",16,145.613442,13,80.451014,2,3.718845,22.750629,5,"2월"
"K321510",55,238.929188,7,20.846171,1,4.136145,15.466211,10,"2월"
"K321620",54,270.643006,55,114.381907,1,3.447682,9.338778,15,"2월"
"K321700",30,111.893229,11,68.682848,3,7.047039,29.983739,0,"2월"
"K322120",13,134.376754,35,60.212534,0,4.130433,21.256103,1,"2월"
"K322480",36,163.325610,39,76.269262,0,0.000000,2.143720,7,"2월"
"K322550",16,169.529626,3,6.280457,2,4.414834,0.727841,0,"2월"
"K322790",16,176.880154,12,43.546637,0,0.000000,11.399193,0,"2월"
"K322970",67,215.397289,8,25.073662,1,3.179631,12.274064,5,"2월"
"K323010",30,138.569686,13,32.511451,1,4.400235,19.866128,2,"2월"
"K323370",48,223.225766,30,76.624002,2,4.394208,22.836543,7,"2월"
"K323550",47,171.903857,41,99.574283,0,0.000000,15.036761,4,"2월"
"K323560",50,231.823026,2,39.925077,3,4.703656,30.742866,4,"2월"
"K323640",7,96.055103,11,82.965060,0,0.000000,1.480403,0,"2월"
"K323820",26,140.812711,28,56.197363,2,3.911464,14.488278,3,"2월"
"K323840",31,116.530290,28,104.027040,2,8.102106,3.857280,2,"2월"
"K323910",3,137.808635,62,119.641322,4,7.270909,8.840564,1,"2월"
"K324060",54,156.183443,4,27.436189,0,0.000000,19.755288,0,"2월"
"K324200",60,175.321931,14,53.127858,1,3.252726,2.471178,1,"2월"
"K324260",30,157.737726,4,30.674295,3,4.882095,31.020441,0,"2월"
"K324480",24,123.237434,35,80.565073,0,0.000000,0.504272,2,"2월"
"K324550",8,174.952428,31,61.205222,0,0.000000,13.859054,1,"2월"
"K324580",6,96.567530,16,76.815081,1,6.083600,9.675139,1,"2월"
"K324620",95,288.739605,19,42.642831,0,0.000000,9.646234,10,"2월"
"K324870",37,179.387960,11,24.637349,0,0.000000,22.999308,2,"2월"
"K325000",12,187.189862,7,13.376102,2,3.854131,1.817865,5,"2월"
"K325010",61,295.320922,38,65.765656,0,0.000000,13.064083,13,"2월"
"K325220",25,124.812888,38,76.320882,2,5.307960,4.549064,4,"2월"
"K325240",6,114.813971,20,31.391240,0,0.000000,6.012782,0,"2월"
"K325290",16,310.602750,17,28.773563,5,8.670000,32.454758,12,"2월"
"K325420",41,209.970823,4,10.077651,2,6.520833,1.855107,0,"2월"
"K325430",43,159.157843,65,105.667056,0,0.000000,19.531852,5,"2월"
"K325550",65,304.524238,10,35.310503,3,6.635143,9.299080,10,"2월"
"K325680",88,312.077147,5,55.164029,1,8.400000,20.710417,13,"2월"
"K325790",3,88.488477,17,46.504334,0,0.000000,5.158014,0,"2월"
"K325810",6,188.253274,44,80.536925,2,3.496768,9.726695,6,"2월"
"K325850",27,326.562239,72,153.568351,3,4.501039,12.026236,20,"2월"
"K325910",23,121.697160,4,36.139350,3,6.387420,19.921430,0,"2월"
"K325920",34,181.107330,8,29.905373,1,6.109170,28.048260,1,"2월"
"K325970",14,171.005394,13,29.963336,1,2.658976,29.711362,0,"2월"
"K326130",71,385.135657,5,32.887098,1,6.698175,21.207401,18,"2월"
"K326330",32,176.285340,25,56.090790,2,8.261820,6.899678,3,"2월"
"K326480",34,129.147583,47,94.782933,0,0.000000,26.879599,3,"2월"
"K326680",35,137.061360,29,93.101436,2,9.007420,32.804209,1,"2월"
"K326730",32,180.965226,1,3.462635,0,0.000000,29.836816,0,"2월"
"K326840",39,223.649276,6,20.125129,1,3.223327,17.348110,7,"2월"
"K326860",32,185.325014,6,19.058246,0,0.000000,10.557646,5,"2월"
"K326880",81,248.351506,22,120.451644,0,0.000000,34.169663,11,"2월"
"K326920",29,166.285104,37,112.748042,1,22.800000,30.409101,4,"2월"
"K326960",41,186.431364,7,32.963981,1,3.645306,25.315424,1,"2월"
"K327130",1,114.056647,17,52.850099,1,3.111444,7.484339,0,"2월"
"K327250",0,0.000000,44,77.975195,1,4.627608,23.864144,0,"2월"
"K327270",0,0.000000,35,114.688452,0,0.000000,34.616934,2,"2월"
"K327550",26,50.844312,2,4.362700,4,7.217307,10.520366,1,"2월"
"K327620",22,34.811253,2,14.542560,0,0.000000,12.560056,0,"2월"
"K327650",13,32.194036,6,10.405255,0,0.000000,2.444768,0,"2월"
"K327700",16,29.914529,3,11.051227,0,0.000000,3.676954,0,"2월"
"K327790",30,46.895070,3,13.035969,0,0.000000,15.307473,2,"2월"
"K327800",8,20.324345,5,12.735998,2,4.615135,4.004545,0,"2월"
"K327960",31,64.624560,7,15.316860,0,0.000000,24.251405,3,"2월"
"K328020",18,36.751223,1,10.493566,2,5.887793,16.573240,0,"2월"
"K328110",7,15.617766,1,7.174659,2,3.699640,4.705363,0,"2월"
"K328190",14,24.592302,2,7.439688,0,0.000000,0.167419,0,"2월"
"K328350",12,26.193734,4,6.806924,1,5.772961,4.172812,0,"2월"
"K328690",23,53.729328,1,15.474410,0,0.000000,11.010490,3,"2월"
"K328700",20,45.204145,8,14.072989,2,5.117450,20.819592,2,"2월"
"K328760",8,23.381967,8,13.953755,0,0.000000,9.991386,0,"2월"
"K328780",16,45.799159,0,0.000000,0,0.000000,4.893107,1,"2월"
"K328920",15,26.855094,0,0.000000,1,3.028770,9.436326,0,"2월"
"K328930",24,52.160589,9,38.610827,0,0.000000,14.044211,3,"2월"
"K329020",26,55.812876,1,9.600000,2,5.513430,0.686214,2,"2월"
"K329030",18,38.437243,12,20.321805,0,0.000000,18.519075,0,"2월"
"K329110",18,30.119533,7,25.497229,1,3.677963,10.256882,0,"2월"
"K329190",16,36.126144,4,14.732693,1,3.499720,6.461563,0,"2월"
"K329390",9,20.196550,2,5.990502,0,0.000000,2.203985,0,"2월"
"K329550",8,17.117655,4,10.668678,1,2.308893,8.656012,0,"2월"
"K329710",23,44.326339,2,20.526117,0,0.000000,1.902487,2,"2월"
"K329780",28,51.041782,1,5.137685,0,0.000000,3.508450,0,"2월"
"K330120",14,22.537973,4,10.311775,1,3.219710,6.628395,0,"2월"
"K330300",26,53.956642,0,0.000000,0,0.000000,11.823914,1,"2월"
"K330380",18,45.348324,2,7.979748,4,6.617352,7.697390,1,"2월"
"K330600",18,33.171522,4,8.933976,0,0.000000,8.074786,0,"2월"
"K330650",10,15.323129,1,3.593827,3,5.923890,5.425542,0,"2월"
"K330890",6,14.391927,2,9.812677,1,4.012295,4.288776,0,"2월"
"K330930",24,62.321004,6,11.935060,0,0.000000,6.108022,2,"2월"
"K330980",14,34.465108,3,15.061523,0,0.000000,10.734009,1,"2월"
"K330990",11,27.019710,13,23.612877,0,0.000000,3.259166,1,"2월"
"K331010",29,72.408132,1,35.100000,0,0.000000,6.387469,3,"2월"
"K331190",11,30.726046,4,6.635391,3,9.803641,7.944452,0,"2월"
"K331290",23,43.421865,2,7.062593,1,2.301882,4.712253,0,"2월"
"K331370",25,49.316470,4,19.670119,4,7.529232,15.515242,3,"2월"
"K331430",11,28.105606,1,4.008018,4,6.597560,11.193010,0,"2월"
"K331510",29,49.981878,6,15.237092,1,2.530728,13.920581,1,"2월"
"K331550",8,17.072393,2,9.259603,1,6.591037,4.476546,0,"2월"
"K331710",29,60.106804,6,10.700445,0,0.000000,12.981770,2,"2월"
"K331850",17,56.705911,3,7.708625,1,6.687848,14.879422,2,"2월"
"K332080",6,39.120154,4,17.670751,1,4.334335,15.877527,0,"2월"
"K332240",7,23.595401,9,19.921556,0,0.000000,11.409463,0,"2월"
"K332380",11,48.407643,0,0.000000,0,3.455790,7.075049,2,"2월"
"K332490",19,61.124499,6,17.366213,1,4.113050,0.767854,3,"2월"
"K332500",8,36.240235,1,3.640385,2,6.299093,14.358442,0,"2월"
"K332540",5,35.586986,7,11.715518,1,6.870755,14.026984,1,"2월"
"K332580",10,33.758548,17,28.228302,0,0.000000,2.245312,1,"2월"
"K332600",4,24.887688,0,0.000000,0,0.000000,0.513895,0,"2월"
"K332610",6,43.071336,8,23.167158,0,0.000000,13.779803,2,"2월"
"K332660",11,37.923633,2,14.802450,1,3.833141,4.436154,1,"2월"
"K332710",2,17.842615,6,11.124100,4,6.167818,11.561134,0,"2월"
"K332890",1,36.504430,6,11.619205,0,1.280857,5.658727,0,"2월"
"K332940",11,41.722830,0,0.000000,0,0.000000,1.085325,2,"2월"
"K333010",4,29.862623,3,9.021821,0,0.000000,9.217317,0,"2월"
"K333130",7,52.139587,9,26.350718,4,8.521377,27.876985,3,"2월"
"K333220",4,30.310172,4,10.350880,2,6.260026,0.579343,0,"2월"
"K333280",5,42.643530,0,0.000000,1,2.842902,17.848034,1,"2월"
"K333440",11,36.743040,4,13.594925,3,5.817648,18.365646,1,"2월"
"K333450",9,46.740872,2,8.045560,0,0.000000,15.928588,1,"2월"
"K333540",18,52.395750,3,6.280313,1,7.536375,21.266626,0,"2월"
"K333670",7,49.182144,9,19.026282,2,3.391872,10.169593,2,"2월"
"K333780",8,34.181442,2,6.108024,2,8.809650,12.224596,0,"2월"
"K334210",2,14.442170,8,11.990567,1,2.228730,0.725962,0,"2월"
"K334460",3,18.078456,2,3.654156,2,4.872208,2.469335,0,"2월"
"K334560",6,23.600016,3,7.381282,1,6.125962,5.417691,0,"2월"
"K334600",8,39.436006,4,16.888709,0,0.000000,19.646337,1,"2월"
"K334640",14,71.129243,6,11.016650,1,1.895982,21.323224,3,"2월"
"K334650",10,30.546770,6,13.591912,0,0.000000,1.840856,0,"2월"
"K334820",5,63.899021,5,9.485011,1,3.439010,7.700568,2,"2월"
"K334980",11,42.304561,0,0.000000,2,4.599961,15.157348,1,"2월"
"K335050",8,38.808001,18,29.428574,0,0.000000,7.414282,2,"2월"
"K335080",0,0.000000,7,16.113948,0,0.000000,12.260175,0,"2월"
"K335150",10,38.120506,5,21.030006,0,0.000000,19.875308,0,"2월"
"K335200",7,23.111512,7,11.813505,0,0.000000,0.913129,0,"2월"
"K335430",6,22.005562,4,13.447843,3,7.446326,3.400216,0,"2월"
"K335680",21,66.711957,4,7.301545,1,6.618667,21.214132,3,"2월"
"K335810",7,33.908332,6,12.804545,2,3.853219,13.747382,0,"2월"
"K336010",10,33.337477,5,9.766040,0,0.000000,11.254081,0,"2월"
"K336170",37,64.382013,17,32.728212,1,9.173817,22.096228,2,"2월"
"K336210",24,41.765395,3,16.849397,7,12.966874,17.063141,0,"2월"
"K336330",35,71.401882,1,59.700000,0,0.000000,1.072490,0,"2월"
"K336460",51,81.234619,2,21.904141,4,9.735174,28.271360,0,"2월"
"K336560",26,53.632238,12,39.823083,4,10.313892,8.790092,0,"2월"
"K336580",65,135.616224,6,17.862204,0,0.000000,9.927551,6,"2월"
"K336670",42,72.350460,13,42.416451,2,11.369358,2.051586,5,"2월"
"K336720",55,88.687310,14,42.116997,0,0.000000,25.793532,6,"2월"
"K336770",40,82.971835,9,51.754198,4,10.010284,13.247170,4,"2월"
"K337050",45,69.417032,7,37.849194,1,15.703389,16.844026,4,"2월"
"K337130",43,70.104538,22,41.132294,7,13.173389,25.027652,3,"2월"
"K337180",23,48.393193,1,2.692725,0,0.000000,20.351195,0,"2월"
"K337230",37,65.181542,6,9.208339,4,8.678016,13.204670,0,"2월"
"K337340",55,86.048676,2,18.610528,0,0.000000,1.794393,2,"2월"
"K337360",35,74.081304,8,25.506063,0,0.000000,13.484223,0,"2월"
"K337370",23,49.233417,16,30.250636,4,9.982033,17.369013,0,"2월"
"K337540",73,129.127614,4,14.160633,3,12.804251,19.258871,6,"2월"
"K337560",28,60.478606,16,27.476576,5,9.543966,2.911406,0,"2월"
"K337710",46,100.576978,12,23.474810,6,14.177347,5.505837,4,"2월"
"K337810",38,83.624536,5,26.824882,2,12.701175,27.511512,2,"2월"
"K337850",33,53.764826,15,39.854740,6,10.419540,15.979831,0,"2월"
"K337870",67,119.628648,6,29.593998,2,8.959970,12.489702,6,"2월"
"K338010",31,69.257462,8,16.372087,9,17.667720,12.027116,0,"2월"
"K338120",23,50.634284,16,30.203582,3,9.080312,22.255428,1,"2월"
"K338180",47,75.871318,16,28.673237,3,7.732109,11.272451,3,"2월"
"K338200",55,98.724015,0,0.000000,5,8.771490,0.635123,2,"2월"
"K338700",34,61.468720,2,22.441784,3,11.920578,3.662650,0,"2월"
"K338740",56,91.950975,25,38.713118,9,24.012675,7.086280,4,"2월"
"K338870",39,87.759264,19,71.352576,5,15.856128,3.883715,6,"2월"
"K338880",33,75.919965,5,22.596651,4,10.162515,19.170505,0,"2월"
"K339200",47,108.762782,9,17.428397,1,15.691547,3.146474,2,"2월"
"K339220",27,50.266385,7,18.418574,6,12.123618,1.897856,0,"2월"
"K339230",45,74.249280,15,36.644580,1,21.015960,24.699064,2,"2월"
"K339500",93,144.983652,12,19.411034,5,10.064981,0.614951,7,"2월"
"K339990",66,108.328421,11,29.207161,2,14.430611,7.995165,6,"2월"
"K340090",25,46.951126,5,24.182925,5,8.930440,12.480502,0,"2월"
"K340140",20,49.298034,2,26.695843,9,14.458434,11.007980,0,"2월"
"K340150",34,52.643880,12,20.586420,6,16.387200,17.281078,0,"2월"
"K340170",26,63.810781,2,40.186179,4,9.579736,3.274823,3,"2월"
"K340230",30,55.579367,3,9.674632,0,0.000000,11.405256,0,"2월"
"K340250",37,89.407399,10,60.264766,10,15.176164,20.805693,5,"2월"
"K340270",64,97.352817,7,23.726106,9,14.690365,8.433797,2,"2월"
