Customer_ID,Gender,Age,Connect_Date,L_O_S,Dropped_Calls,Pay Method,tariff,Churn,Handset,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Usage_Band,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,Tariff_OK,average cost min,Group
K123570,M,27,09/12/96,46.766667,0,Pre Pay,CAT 200,Churned,ASAD90,846,1297.200001,264,432.300000,15,50.000000,494.562239,50.096871,1.533333,1.637500,3.333333,1125,1779.500001,1.581778,2274.062240,MedHigh,579.500001,8.644844,50.096871,198.465543,348.465543,OK,0.153235,1
K194240,M,22,14/07/97,39.533333,1,Pre Pay,CAT 200,Churned,S50,139,1235.399999,78,301.500001,7,44.500001,340.698287,33.967607,8.887770,3.865385,6.357143,224,1581.400001,7.059821,1922.098288,MedHigh,381.400001,8.906033,33.967609,136.177095,286.177095,OK,0.148888,1
K194270,F,23,23/08/98,26.033333,0,Pre Pay,CAT 200,Churned,ASAD90,360,1567.200000,96,375.300001,11,28.200000,485.658854,69.179975,4.353333,3.909375,2.563636,467,1970.700001,4.219914,2456.358855,High,770.700001,8.976252,69.179975,214.877631,364.877631,OK,0.148544,1
K194350,M,22,05/07/98,27.666667,1,Pre Pay,CAT 200,Churned,S50,472,2358.000000,18,61.199999,5,22.800001,642.804769,122.063881,4.995763,3.400000,4.560000,495,2442.000000,4.933333,3084.804769,High,1242.000000,9.828010,122.063882,314.905313,464.905313,OK,0.150708,1
K147210,F,28,02/08/96,51.066667,3,Pre Pay,CAT 200,Churned,ASAD90,291,1366.199999,6,37.500001,60,129.600001,469.900505,31.513839,4.694845,6.250000,2.160000,357,1533.300001,4.294958,2003.200506,MedHigh,333.300001,9.455097,31.513838,172.483989,322.483989,OK,0.160984,1
K147280,M,37,01/09/99,13.566667,5,Pre Pay,CAT 200,Active,S80,310,1626.000000,124,336.000000,24,49.000000,202.084216,73.336823,5.245161,2.709677,2.041667,458,2011.000000,4.390830,2213.084216,High,811.000000,9.042765,73.336822,133.962087,283.962087,OK,0.128311,1
K123670,M,30,16/07/96,51.633333,0,Pre Pay,CAT 200,Active,S80,393,967.200000,0,0.000000,1,24.500000,187.697977,0.000000,2.461069,0.000000,24.500000,394,991.700000,2.517005,1179.397977,Med,-208.300000,9.876475,0.000000,56.309393,206.309393,OK,0.174928,1
K194640,F,24,12/03/97,43.666667,1,Pre Pay,CAT 200,Active,ASAD170,83,764.400000,101,227.700000,40,105.000000,341.801208,0.000000,9.209639,2.254455,2.625000,224,1097.100000,4.897768,1438.901208,Med,-102.900000,8.483730,0.000000,102.540362,252.540362,OK,0.175509,1
K194690,F,14,07/05/99,17.466667,0,Pre Pay,CAT 200,Churned,ASAD90,147,1368.000000,62,377.100001,5,110.400001,183.262832,56.938945,9.306122,6.082258,22.080000,214,1855.500002,8.670561,2038.762834,MedHigh,655.500002,8.686338,56.938945,111.917795,261.917795,OK,0.128469,1
K194770,F,20,11/03/96,55.866667,1,Pre Pay,CAT 200,Churned,ASAD90,405,1776.600000,70,333.600000,46,120.000000,654.187663,92.543391,4.386667,4.765714,2.608696,521,2230.200000,4.280614,2884.387663,High,1030.200000,8.983051,92.543390,288.799689,438.799689,OK,0.152129,1
K147420,M,26,10/07/99,15.333333,1,Pre Pay,CAT 200,Active,S50,84,1124.399999,162,378.000000,13,24.000000,203.640031,28.341888,13.385714,2.333333,1.846154,259,1526.399999,5.893436,1730.040030,MedHigh,326.399999,8.683176,28.341887,89.433896,239.433896,OK,0.138398,1
K194850,F,25,12/03/97,43.666667,2,Pre Pay,CAT 200,Churned,ASAD90,100,954.000000,173,427.200000,18,67.800000,352.728619,20.646894,9.540000,2.469364,3.766667,291,1449.000000,4.979381,1801.728619,MedHigh,249.000000,8.291925,20.646894,126.465480,276.465480,OK,0.153445,1
K123730,F,32,16/09/99,13.066667,0,Pre Pay,CAT 200,Active,S80,469,938.399999,38,115.500001,2,36.600000,293.365406,0.000000,2.000853,3.039474,18.300000,509,1090.500000,2.142436,1383.865406,Med,-109.500000,9.302613,0.000000,88.009622,238.009622,OK,0.171989,1
K147490,F,45,17/08/97,38.400000,1,Pre Pay,CAT 200,Active,S80,55,1536.600000,14,651.600000,7,30.000000,635.006247,86.176570,27.938182,46.542857,4.285714,76,2218.200000,29.186842,2853.206247,High,1018.200000,8.463619,86.176570,276.678444,426.678444,OK,0.149543,1
K195000,F,13,26/07/96,51.300000,0,Pre Pay,CAT 200,Churned,ASAD90,162,1560.000000,26,471.300000,3,13.800000,444.841992,74.487066,9.629630,18.126923,4.600000,191,2045.100000,10.707330,2489.941992,High,845.100000,8.813994,74.487067,207.939664,357.939664,OK,0.143754,1
K195130,M,13,03/08/97,38.866667,4,Pre Pay,CAT 200,Churned,ASAD90,118,1155.600000,204,562.800001,16,99.000000,571.829572,50.498794,9.793220,2.758824,6.187500,338,1817.400001,5.376923,2389.229573,MedHigh,617.400001,8.179267,50.498795,222.047667,372.047667,OK,0.155719,1
K123770,M,35,26/03/96,55.366667,9,Pre Pay,CAT 200,Churned,ASAD90,435,1072.800001,264,678.899999,2,12.000000,214.854153,45.328997,2.466207,2.571591,6.000000,701,1763.700000,2.515977,1978.554153,MedHigh,563.700000,8.041334,45.328997,109.785243,259.785243,OK,0.131301,1
K147570,F,39,03/10/98,24.666667,2,Pre Pay,CAT 200,Churned,ASAD90,91,1126.800001,30,58.199999,5,22.800000,358.700787,0.753845,12.382418,1.940000,4.560000,126,1207.800000,9.585714,1566.500787,Med,7.800000,9.664680,0.753845,108.364081,258.364081,OK,0.164931,1
K147630,M,47,02/03/96,56.166667,2,Pre Pay,CAT 200,Active,S50,72,984.000000,33,402.900000,11,115.200000,487.599134,25.000028,13.666667,12.209091,10.472727,116,1502.100000,12.949138,1989.699134,MedHigh,302.100000,8.275414,25.000027,171.279767,321.279767,OK,0.161472,1
K111900,M,48,20/11/97,35.233333,6,Pre Pay,CAT 200,Active,S50,506,874.799999,4,60.000000,59,93.000000,244.906669,0.000000,1.728854,15.000000,1.576271,569,1027.799999,1.806327,1272.706668,Med,-172.200001,9.255692,0.000000,73.472001,223.472001,OK,0.175588,1
K147640,M,36,14/08/96,50.666667,2,Pre Pay,CAT 200,Active,S50,468,1359.600000,16,334.499999,5,11.000000,305.202641,45.392645,2.905128,20.906250,2.200000,489,1705.099999,3.486912,2010.302640,MedHigh,505.099999,8.986863,45.392645,136.953437,286.953437,OK,0.142741,1
K195510,M,22,12/04/98,30.466667,1,Pre Pay,CAT 200,Churned,ASAD90,113,1160.400000,284,606.900001,30,59.400000,299.280659,51.240366,10.269027,2.136972,1.980000,427,1826.700001,4.277986,2125.980660,MedHigh,626.700001,8.176219,51.240367,141.024565,291.024565,OK,0.136890,1
K195500,M,24,13/07/96,51.733333,9,Pre Pay,CAT 200,Churned,ASAD90,325,1601.400000,103,327.600000,14,31.200001,354.377623,69.062553,4.927385,3.180583,2.228572,442,1960.200001,4.434842,2314.577624,High,760.200001,9.084787,69.062553,175.375840,325.375840,OK,0.140577,1
K147790,F,60,31/05/98,28.833333,0,Pre Pay,CAT 200,Churned,ASAD90,340,1222.200000,17,55.800000,12,48.500001,299.663018,12.152678,3.594706,3.282353,4.041667,369,1326.500001,3.594851,1626.163019,MedHigh,126.500001,9.606860,12.152678,102.051584,252.051584,OK,0.154998,1
K195530,F,20,01/04/96,55.166667,0,Pre Pay,CAT 200,Churned,ASAD90,166,1712.400000,54,323.400000,21,46.800001,637.969526,80.415514,10.315663,5.988889,2.228571,241,2082.600001,8.641494,2720.569527,High,882.600001,9.111207,80.415514,271.806372,421.806372,OK,0.155043,1
K123890,M,29,06/05/97,41.833333,11,Pre Pay,CAT 200,Active,S50,488,909.000000,112,225.599999,39,75.599999,225.966542,0.893068,1.862705,2.014286,1.938462,639,1210.199998,1.893897,1436.166540,Med,10.199998,8.755578,0.893069,68.683031,218.683031,OK,0.152269,1
K195570,M,25,21/09/96,49.400000,2,Pre Pay,CAT 200,Churned,S50,121,1260.000000,9,21.900000,35,103.500000,180.322102,17.700921,10.413223,2.433333,2.957143,165,1385.400000,8.396364,1565.722102,MedHigh,185.400000,9.547423,17.700922,71.797553,221.797553,OK,0.141658,1
K147770,F,40,28/01/98,32.933333,1,Pre Pay,CAT 200,Active,S50,44,1135.200001,84,225.600000,18,44.400000,225.879038,18.548609,25.800000,2.685714,2.466667,146,1405.200001,9.624658,1631.079039,MedHigh,205.200001,9.039283,18.548608,86.312320,236.312320,OK,0.144881,1
K147800,F,30,27/05/97,41.133333,1,Pre Pay,CAT 200,Active,ASAD170,82,1125.600000,383,641.400000,1,3.600000,313.324072,46.666998,13.726829,1.674674,3.600000,466,1770.600000,3.799571,2083.924072,MedHigh,570.600000,8.178584,46.666998,140.664219,290.664219,OK,0.139479,1
K195660,F,19,01/05/98,29.833333,11,Pre Pay,CAT 200,Active,S50,191,2001.599999,11,89.400001,23,46.200001,383.148231,90.746849,10.479581,8.127273,2.008696,225,2137.200001,9.498667,2520.348232,High,937.200001,9.682762,90.746850,205.691319,355.691319,OK,0.141128,1
K195640,M,25,02/11/96,48.000000,6,Pre Pay,CAT 200,Churned,ASAD90,294,1446.000000,20,283.499999,25,39.000000,285.061129,51.666477,4.918367,14.175000,1.560000,339,1768.499999,5.216814,2053.561128,MedHigh,568.499999,9.088210,51.666476,137.184814,287.184814,OK,0.139847,1
K195880,M,18,06/07/99,15.466667,1,Pre Pay,CAT 200,Active,ASAD170,244,702.600000,106,405.900001,36,82.000000,282.512223,0.000000,2.879508,3.829245,2.277778,386,1190.500001,3.084197,1473.012224,Med,-9.499999,7.950861,0.000000,84.753667,234.753667,OK,0.159370,1
K147970,F,46,11/04/99,18.333333,0,Pre Pay,CAT 200,Active,S50,48,661.800000,70,420.000000,26,51.000000,364.970965,0.000000,13.787500,6.000000,1.961538,144,1132.800000,7.866667,1497.770965,Med,-67.200000,7.921081,0.000000,109.491289,259.491289,OK,0.173252,1
K196130,F,19,27/05/96,53.300000,10,Pre Pay,CAT 200,Active,ASAD170,131,1445.400001,95,231.000000,2,15.000000,418.787164,45.566499,11.033588,2.431579,7.500000,228,1691.400001,7.418421,2110.187165,MedHigh,491.400001,9.272792,45.566499,171.202648,321.202648,OK,0.152215,1
K196100,F,18,20/10/99,11.933333,1,Pre Pay,CAT 200,Churned,S50,167,820.800000,72,447.000000,0,0.000000,260.934548,7.376097,4.914970,6.208333,0.000000,239,1267.800000,5.304603,1528.734548,MedHigh,67.800000,8.237104,5.584756,83.865121,233.865121,OK,0.152980,1
K196190,M,21,09/02/96,56.900000,6,Pre Pay,CAT 200,Active,ASAD170,155,705.000000,17,454.800001,17,82.199999,318.799776,3.292029,4.548387,26.752941,4.835294,189,1242.000000,6.571429,1560.799776,Med,42.000000,7.838164,3.292029,98.931962,248.931962,OK,0.159490,1
K148100,F,53,20/04/99,18.033333,1,Pre Pay,CAT 200,Active,S80,98,1379.400000,38,210.900001,8,45.600000,448.524719,40.172667,14.075510,5.550000,5.700000,144,1635.900001,11.360417,2084.424720,MedHigh,435.900001,9.216028,40.172666,174.730081,324.730081,OK,0.155789,1
K196290,F,21,06/03/98,31.700000,1,Pre Pay,CAT 200,Churned,ASAD90,94,1057.800000,44,121.200000,33,53.400000,351.323702,3.010486,11.253191,2.754545,1.618182,171,1232.400000,7.207018,1583.723702,Med,32.400000,9.291626,3.010487,108.407597,258.407597,OK,0.163165,1
K196280,M,25,19/04/99,18.066667,6,Pre Pay,CAT 200,Churned,ASAD90,177,808.800000,397,696.899999,16,30.000000,311.814074,25.625077,4.569492,1.755416,1.875000,590,1535.699999,2.602881,1847.514073,MedHigh,335.699999,7.633327,25.625078,119.169300,269.169300,OK,0.145693,1
K196360,M,24,02/02/99,20.600000,2,Pre Pay,CAT 200,Churned,ASAD90,101,1136.400000,173,279.899999,17,48.600000,232.569144,23.519844,11.251485,1.617919,2.858824,291,1464.899999,5.034021,1697.469143,MedHigh,264.899999,8.878763,23.519843,93.290586,243.290586,OK,0.143325,1
K196500,F,19,22/04/96,54.466667,11,Pre Pay,CAT 200,Active,ASAD170,307,1116.000000,114,353.399999,5,16.800001,416.970072,25.055499,3.635179,3.100000,3.360000,426,1486.200000,3.488732,1903.170072,MedHigh,286.200000,8.754542,25.055499,150.146520,300.146520,OK,0.157709,1
K148260,F,39,11/12/96,46.700000,2,Pre Pay,CAT 200,Churned,ASAD90,125,594.000000,23,402.000000,4,26.500000,323.626071,0.000000,4.752000,17.478261,6.625000,152,1022.500000,6.726974,1346.126071,Med,-177.500000,7.904645,0.000000,97.087821,247.087821,OK,0.183555,1
K148250,F,37,23/02/96,56.433333,0,Pre Pay,CAT 200,Active,ASAD170,135,1894.800000,338,629.100001,15,27.000000,522.799430,117.717200,14.035556,1.861243,1.800000,488,2550.900001,5.227254,3073.699431,High,1350.900001,8.713983,117.717200,274.557029,424.557029,OK,0.138126,1
K113000,M,66,17/07/99,15.100000,7,Pre Pay,CAT 200,Active,S50,293,610.799999,181,394.500000,37,92.500000,187.300567,0.000000,2.084642,2.179558,2.500000,511,1097.799999,2.148337,1285.100566,Med,-102.200001,7.781927,0.000000,56.190170,206.190170,OK,0.160447,1
K126000,F,33,08/12/97,34.633333,1,Pre Pay,CAT 200,Active,ASAD170,406,1030.800001,70,213.300001,16,56.400000,350.750760,9.007907,2.538916,3.047143,3.525000,492,1300.500002,2.643293,1651.250762,MedHigh,100.500002,8.963091,9.007907,114.233135,264.233135,OK,0.160020,1
K151960,F,28,22/05/96,53.466667,7,Pre Pay,CAT 200,Active,S50,35,1270.200000,97,216.600000,6,30.000000,310.756444,29.104747,36.291429,2.232990,5.000000,138,1516.800000,10.991304,1827.556444,MedHigh,316.800000,9.187104,29.104747,122.331680,272.331680,OK,0.149014,1
K125930,F,26,26/04/99,17.833333,0,Pre Pay,CAT 200,Active,ASAD90,463,1301.399999,73,337.200001,4,34.000000,338.852721,42.015796,2.810799,4.619178,8.500000,540,1672.600000,3.097407,2011.452721,MedHigh,472.600000,8.890350,42.015796,143.671612,293.671612,OK,0.146000,1
K203640,F,25,12/09/98,25.366667,2,Pre Pay,CAT 200,Churned,S50,25,1721.400000,183,323.100001,4,10.800000,602.841400,78.582482,68.856000,1.765574,2.700000,212,2055.300001,9.694811,2658.141401,High,855.300001,9.187710,78.582482,259.434902,409.434902,OK,0.154031,1
K151760,M,47,24/12/96,46.266667,0,Pre Pay,CAT 200,Active,S50,197,1042.800000,66,263.099999,14,41.000000,300.527904,13.031663,5.293401,3.986364,2.928571,277,1346.899999,4.862455,1647.427903,MedHigh,146.899999,8.871111,13.031663,103.190034,253.190034,OK,0.153688,1
K151690,F,33,24/07/98,27.033333,1,Pre Pay,CAT 200,Churned,ASAD90,378,1993.200000,17,129.900000,24,97.800000,547.833070,96.856559,5.273016,7.641176,4.075000,419,2220.900000,5.300477,2768.733070,High,1020.900000,9.487370,96.856560,261.206481,411.206481,OK,0.148518,1
K125840,F,43,13/01/99,21.266667,5,Pre Pay,CAT 200,Active,S50,620,1029.600001,23,227.100000,46,125.000000,282.827175,15.854860,1.660645,9.873913,2.717391,689,1381.700001,2.005370,1664.527176,MedHigh,181.700001,8.725845,15.854860,100.703013,250.703013,OK,0.150615,1
K203310,F,15,23/11/97,35.133333,0,Pre Pay,CAT 200,Active,ASAD170,15,1311.000000,59,146.700000,22,64.799999,415.392988,30.009974,87.400000,2.486441,2.945454,96,1522.499999,15.859375,1937.892987,MedHigh,322.499999,9.305419,30.009975,154.627872,304.627872,OK,0.157195,1
K112880,F,29,13/10/98,24.333333,1,Pre Pay,CAT 200,Active,S80,881,1530.600000,88,504.000000,16,54.600000,193.657499,77.032504,1.737344,5.727273,3.412500,985,2089.200000,2.121015,2282.857499,High,889.200000,8.663125,77.032504,135.129754,285.129754,OK,0.124900,1
K151400,F,32,05/12/98,22.566667,7,Pre Pay,CAT 200,Churned,ASAD90,30,832.200000,28,240.600000,1,4.200000,222.376654,0.000000,27.740000,8.592857,4.200000,59,1077.000000,18.254237,1299.376654,Med,-123.000000,8.863510,0.000000,66.712996,216.712996,OK,0.166782,1
K151430,F,78,03/01/98,33.766667,0,Pre Pay,CAT 200,Active,S50,37,1043.400000,16,42.299999,33,72.000000,274.821876,0.000000,28.200000,2.643750,2.181818,86,1157.699999,13.461628,1432.521875,Med,-42.300001,9.506349,0.000000,82.446563,232.446563,OK,0.162264,1
K124190,M,35,31/01/97,45.000000,0,Pre Pay,CAT 200,Active,ASAD90,401,996.000000,98,506.700000,11,55.200000,291.437942,29.335671,2.483791,5.170408,5.018182,510,1557.900000,3.054706,1849.337942,MedHigh,357.900000,8.196611,29.335670,116.767053,266.767053,OK,0.144250,1
K202500,M,16,16/02/97,44.466667,0,Pre Pay,CAT 200,Active,ASAD170,173,789.000000,164,292.500000,12,20.400000,227.440726,0.000000,4.560694,1.783537,1.700000,349,1101.900000,3.157307,1329.340726,Med,-98.100000,8.580180,0.000000,68.232218,218.232218,OK,0.164166,1
K148390,M,46,04/09/97,37.800000,1,Pre Pay,CAT 200,Active,S80,332,1068.000000,52,139.200000,28,60.000000,270.250675,6.191819,3.216867,2.676923,2.142857,412,1267.200000,3.075728,1537.450675,MedHigh,67.200000,9.214015,6.191818,87.267021,237.267021,OK,0.154325,1
K125580,F,45,14/11/97,35.433333,2,Pre Pay,CAT 200,Churned,S80,1021,1599.000000,35,191.700000,13,82.800001,296.419753,62.416033,1.566112,5.477143,6.369231,1069,1873.500001,1.752572,2169.919754,MedHigh,673.500001,9.267414,62.416033,151.341959,301.341959,OK,0.138872,1
K151130,M,44,13/09/98,25.333333,0,Pre Pay,CAT 200,Active,ASAD170,28,732.000000,160,283.200000,19,29.400000,259.472435,0.000000,26.142857,1.770000,1.547368,207,1044.600000,5.046377,1304.072435,Med,-155.400000,8.503733,0.000000,77.841730,227.841730,OK,0.174716,1
K202200,M,24,05/03/99,19.566667,1,Pre Pay,CAT 200,Churned,ASAD90,274,898.799999,48,107.100000,0,0.000000,181.185788,0.000000,3.280292,2.231250,0.000000,322,1005.899999,3.123913,1187.085787,Med,-194.100001,9.467641,0.000000,54.355736,204.355736,OK,0.172149,1
K202000,M,15,25/08/99,13.800000,0,Pre Pay,CAT 200,Churned,ASAD90,189,1048.200000,12,113.100001,0,0.000000,321.230899,0.000000,5.546032,9.425000,0.000000,201,1161.300001,5.777612,1482.530900,Med,-38.699999,9.513046,0.000000,96.369270,246.369270,OK,0.166182,1
K201870,F,18,27/09/97,37.033333,0,Pre Pay,CAT 200,Churned,ASAD90,308,1169.400001,78,179.099998,16,28.200001,426.498022,16.339649,3.796753,2.296154,1.762500,402,1376.700000,3.424627,1803.198022,MedHigh,176.700000,9.247113,16.339648,144.289055,294.289055,OK,0.163204,1
K150910,M,53,16/08/99,14.100000,2,Pre Pay,CAT 200,Active,S50,117,595.200000,77,424.499999,5,25.200000,187.167429,0.000000,5.087179,5.512987,5.040000,199,1044.899999,5.250754,1232.067428,Med,-155.100001,7.848119,0.000000,56.150229,206.150229,OK,0.167321,1
K148380,F,35,21/01/99,21.000000,3,Pre Pay,CAT 200,Active,ASAD170,641,1939.200000,7,50.100000,5,15.000000,645.210025,79.123809,3.025273,7.157143,3.000000,653,2004.300000,3.069372,2649.510025,High,804.300000,9.837599,79.123810,272.686818,422.686818,OK,0.159534,1
K125430,M,33,15/11/98,23.233333,2,Pre Pay,CAT 200,Active,S80,537,850.200000,43,227.100000,4,34.800000,268.085098,0.000000,1.583240,5.281395,8.700000,584,1112.100000,1.904281,1380.185098,Med,-87.900000,8.822498,0.000000,80.425529,230.425529,OK,0.166953,1
K112080,F,28,27/04/98,29.966667,3,Pre Pay,CAT 200,Active,S50,288,681.000000,20,419.399999,20,42.000000,246.798526,0.000000,2.364583,20.970000,2.100000,328,1142.399999,3.482927,1389.198525,Med,-57.600001,7.980567,0.000000,74.039558,224.039558,OK,0.161273,1
K150760,F,57,31/12/97,33.866667,9,Pre Pay,CAT 200,Active,S50,386,1241.400000,84,466.500000,13,41.500000,367.273096,46.963117,3.216062,5.553571,3.192308,483,1749.400000,3.621946,2116.673096,MedHigh,549.400000,8.548074,46.963116,157.145045,307.145045,OK,0.145107,1
K150770,M,57,15/01/99,21.200000,0,Pre Pay,CAT 200,Active,ASAD170,279,1306.199999,442,690.300000,20,40.199999,392.104064,68.665105,4.681720,1.561765,2.010000,741,2036.699998,2.748583,2428.804062,High,836.699998,8.206658,68.665106,186.296325,336.296325,OK,0.138462,1
K125370,M,35,03/02/97,44.900000,1,Pre Pay,CAT 200,Active,S80,606,1530.599999,218,545.400001,0,0.000000,321.583905,76.751598,2.525743,2.501835,0.000000,824,2076.000000,2.519417,2397.583905,High,876.000000,8.686416,76.093006,172.568177,322.568177,OK,0.134539,1
K150720,M,78,21/06/98,28.133333,1,Pre Pay,CAT 200,Active,ASAD90,38,798.000000,84,195.000000,10,29.000000,212.090810,0.000000,21.000000,2.321429,2.900000,132,1022.000000,7.742424,1234.090810,Med,-178.000000,8.904110,0.000000,63.627243,213.627243,OK,0.173105,1
K150600,F,63,11/02/97,44.633333,2,Pre Pay,CAT 200,Active,S50,99,1959.600001,137,555.300000,6,13.800001,733.902563,117.918381,19.793939,4.053285,2.300000,242,2528.700002,10.449174,3262.602565,High,1328.700002,8.874718,117.918381,338.089150,488.089150,OK,0.149601,1
K201150,M,20,23/06/98,28.066667,6,Pre Pay,CAT 200,Churned,ASAD90,22,712.800000,122,533.100000,2,15.500000,319.459519,4.804816,32.400000,4.369672,7.750000,146,1261.400000,8.639726,1580.859519,Med,61.400000,7.825432,4.804815,100.642671,250.642671,OK,0.158548,1
K200880,F,14,22/06/99,15.933333,2,Pre Pay,CAT 200,Churned,ASAD90,134,700.799999,332,607.200001,24,40.799999,254.657319,11.305623,5.229851,1.828916,1.700000,490,1348.799999,2.752653,1603.457318,MedHigh,148.799999,7.597865,11.305623,87.702818,237.702818,OK,0.148244,1
K200840,M,22,13/06/99,16.233333,2,Pre Pay,CAT 200,Active,ASAD170,126,657.600001,100,441.299999,4,31.200000,277.511685,0.000000,5.219048,4.413000,7.800000,230,1130.100000,4.913478,1407.611685,Med,-69.900000,7.909477,0.000000,83.253505,233.253505,OK,0.165709,1
K150380,M,39,25/02/97,44.166667,1,Pre Pay,CAT 200,Active,S80,320,970.800001,143,579.000000,7,18.499999,331.811916,29.814146,3.033750,4.048951,2.642857,470,1568.300000,3.336809,1900.111916,MedHigh,368.300000,8.095071,29.814147,129.357722,279.357722,OK,0.147022,1
K200720,M,12,02/05/96,54.133333,2,Pre Pay,CAT 200,Active,ASAD170,270,964.799999,182,457.799999,14,43.499999,228.492270,22.060655,3.573333,2.515385,3.107143,466,1466.099997,3.146137,1694.592267,MedHigh,266.099997,8.290362,22.060654,90.608335,240.608335,OK,0.141986,1
K125170,F,32,09/12/99,10.266667,3,Pre Pay,CAT 200,Active,S80,674,1698.599999,13,240.900000,3,73.800000,224.376009,74.973632,2.520178,18.530769,24.600000,690,2013.299999,2.917826,2237.676008,High,813.299999,9.218447,74.973632,142.286435,292.286435,OK,0.130621,1
K200550,M,20,24/09/97,37.133333,0,Pre Pay,CAT 200,Active,ASAD170,46,1115.400000,102,221.699999,20,45.000000,235.500274,16.453034,24.247826,2.173529,2.250000,168,1382.099999,8.226786,1617.600273,MedHigh,182.099999,9.035164,16.453033,87.103116,237.103116,OK,0.146577,1
K125120,F,35,05/12/99,10.400000,10,Pre Pay,CAT 200,Active,ASAD170,694,1174.800001,50,162.899999,54,142.800001,319.229001,25.154058,1.692795,3.258000,2.644444,798,1480.500001,1.855263,1799.729002,MedHigh,280.500001,8.967579,25.154058,120.922758,270.922758,OK,0.150535,1
K150080,M,55,28/05/99,16.766667,0,Pre Pay,CAT 200,Active,S50,335,1647.599999,114,287.100001,3,44.000000,400.945357,71.354926,4.918209,2.518421,14.666667,452,1978.700000,4.377655,2379.645357,High,778.700000,9.163340,71.354925,191.638532,341.638532,OK,0.143567,1
K112100,M,27,13/08/99,14.200000,0,Pre Pay,CAT 200,Active,S80,1218,2106.000000,4,138.300000,9,17.499999,320.270704,102.522992,1.729064,34.575000,1.944444,1231,2261.799999,1.837368,2582.070703,High,1061.799999,9.655584,102.522991,198.604203,348.604203,OK,0.135010,1
K200070,F,12,04/04/97,42.900000,2,Pre Pay,CAT 200,Churned,S50,61,1213.800000,35,279.000000,20,97.800000,287.062353,34.433504,19.898361,7.971429,4.890000,116,1590.600000,13.712069,1877.662353,MedHigh,390.600000,8.815541,34.433504,120.552210,270.552210,OK,0.144090,1
K125000,F,35,27/12/97,34.000000,0,Pre Pay,CAT 200,Churned,ASAD90,419,1052.400001,5,92.400001,36,81.000000,243.027147,2.397518,2.511695,18.480000,2.250000,460,1225.800002,2.664783,1468.827149,Med,25.800002,9.292707,2.397519,75.305663,225.305663,OK,0.153392,1
K149950,F,35,14/04/97,42.566667,0,Pre Pay,CAT 200,Churned,ASAD90,66,1123.800000,26,61.800000,18,42.599999,346.526920,2.700147,17.027273,2.376923,2.366667,110,1228.199999,11.165455,1574.726919,Med,28.199999,9.574988,2.700146,106.658222,256.658222,OK,0.162986,1
K112470,F,31,25/07/99,14.833333,6,Pre Pay,CAT 200,Active,ASAD170,682,1062.000000,24,379.500001,2,58.200000,190.698570,25.596502,1.557185,15.812500,29.100000,708,1499.700001,2.118220,1690.398571,MedHigh,299.700001,8.540708,25.596502,82.806073,232.806073,OK,0.137723,1
K124920,M,29,01/05/98,29.833333,2,Pre Pay,CAT 200,Active,S50,690,1083.000000,322,664.800000,23,46.800000,548.388945,47.671373,1.569565,2.064596,2.034783,1035,1794.600000,1.733913,2342.988945,MedHigh,594.600000,8.017385,47.671374,212.188058,362.188058,OK,0.154584,1
K124930,M,37,15/04/97,42.533333,1,Pre Pay,CAT 200,Active,S50,370,928.799999,50,305.100000,17,44.000000,181.465154,6.725953,2.510270,6.102000,2.588235,437,1277.899999,2.924256,1459.365153,MedHigh,77.899999,8.634087,6.725954,61.165500,211.165500,OK,0.144697,1
K149740,F,44,24/05/97,41.233333,2,Pre Pay,CAT 200,Active,S80,439,1583.399999,312,476.099999,28,76.799998,195.398202,81.513718,3.606834,1.525962,2.742857,779,2136.299996,2.742362,2331.698198,High,936.299996,8.705940,81.513718,140.133178,290.133178,OK,0.124430,1
K124860,M,34,07/04/99,18.466667,2,Pre Pay,CAT 200,Active,S50,1626,2439.600000,64,138.899999,64,103.500000,494.944287,141.502818,1.500369,2.170312,1.617188,1754,2681.999999,1.529076,3176.944286,High,1481.999999,9.548098,141.502819,289.986105,439.986105,OK,0.138493,1
K149700,F,38,18/03/99,19.133333,1,Pre Pay,CAT 200,Churned,ASAD90,475,1724.400000,126,672.900000,14,55.000000,667.002099,106.644403,3.630316,5.340476,3.928571,615,2452.300000,3.987480,3119.302099,High,1252.300000,8.515883,106.644403,306.745033,456.745033,OK,0.146425,1
K199360,F,23,25/09/99,12.766667,2,Pre Pay,CAT 200,Active,S50,53,839.400001,125,204.599999,7,33.000000,267.585481,0.000000,15.837736,1.636800,4.714286,185,1077.000000,5.821622,1344.585481,Med,-123.000000,8.896936,0.000000,80.275644,230.275644,OK,0.171261,1
K149680,F,61,20/05/99,17.033333,0,Pre Pay,CAT 200,Active,S80,225,1090.800000,80,320.700001,10,49.200000,315.563138,22.769085,4.848000,4.008750,4.920000,315,1460.700001,4.637143,1776.263139,MedHigh,260.700001,8.733826,22.769085,117.438027,267.438027,OK,0.150562,1
