고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분
"K187920","남",16,"11/02/96",56.833333,0,"선불","CAT 200","유지","ASAD170",249,767.400001,130,330.300000,0,0.000000,343.436007,0,3.081928,2.540769,0.000000,379,1097.700001,2.896306,1441.136008
"K188000","남",23,"17/05/97",41.466667,0,"선불","CAT 200","이탈","ASAD90",291,1772.399999,49,175.200000,3,34.500000,279.347437,74,6.090722,3.575510,11.500000,343,1982.099999,5.778717,2261.447436
"K188060","남",25,"14/03/96",55.766667,1,"선불","CAT 200","이탈","S50",355,1390.800001,41,133.800001,73,112.199999,218.154195,40,3.917746,3.263415,1.536986,469,1636.800001,3.489979,1854.954196
"K188090","여",19,"27/08/97",38.066667,0,"선불","CAT 200","이탈","S50",445,1479.000000,177,611.400001,13,60.599999,272.389978,80,3.323596,3.454237,4.661538,635,2151.000000,3.387402,2423.389978
"K188350","남",16,"27/02/97",44.100000,2,"선불","CAT 200","이탈","ASAD90",167,885.600000,108,403.500001,4,45.000000,405.991138,11,5.302994,3.736111,11.250000,279,1334.100001,4.781720,1740.091139
"K188440","여",24,"12/12/99",10.166667,1,"선불","CAT 200","유지","ASAD170",447,1296.000000,48,269.700000,19,40.800000,440.851801,36,2.899329,5.618750,2.147368,514,1606.500000,3.125486,2047.351801
"K188460","여",20,"17/01/99",21.133333,9,"선불","CAT 200","유지","ASAD170",271,1070.399999,209,332.399999,19,41.399999,352.781562,21,3.949815,1.590431,2.178947,499,1444.199997,2.894188,1796.981559
"K188470","남",14,"03/11/96",47.966667,0,"선불","CAT 200","이탈","ASAD90",104,648.599999,121,358.799999,17,31.200001,191.928033,0,6.236538,2.965289,1.835294,242,1038.599999,4.291736,1230.528032
"K188490","여",21,"01/02/96",57.166667,0,"선불","CAT 200","이탈","ASAD90",171,1060.800001,160,296.100000,19,55.199999,335.738754,18,6.203509,1.850625,2.905263,350,1412.100000,4.034571,1747.838754
"K188620","여",20,"27/03/99",18.833333,2,"선불","CAT 200","이탈","S50",213,1960.800000,53,117.300000,28,48.000000,420.342563,89,9.205634,2.213208,1.714286,294,2126.100000,7.231633,2546.442563
"K188780","남",16,"22/12/99",9.833333,0,"선불","CAT 200","유지","ASAD90",182,723.000000,153,253.500000,35,88.500000,251.196851,0,3.972527,1.656863,2.528571,370,1065.000000,2.878378,1316.196851
"K188800","여",23,"20/09/96",49.433333,1,"선불","CAT 200","이탈","ASAD90",144,912.599999,293,610.800001,8,40.199999,443.944186,28,6.337500,2.084642,5.025000,445,1563.599999,3.513708,2007.544185
"K188890","여",12,"06/08/98",26.600000,2,"선불","CAT 200","유지","ASAD170",302,1916.400001,20,90.599999,3,47.400000,236.446521,82,6.345695,4.530000,15.800000,325,2054.400000,6.321231,2290.846521
"K188990","남",18,"23/06/98",28.066667,3,"선불","CAT 200","이탈","ASAD90",203,807.000000,279,646.500001,48,116.400000,209.269324,28,3.975369,2.317204,2.425000,530,1569.900001,2.962075,1779.169325
"K189040","여",22,"10/09/96",49.766667,1,"선불","CAT 200","이탈","ASAD90",211,633.600000,18,435.600000,14,66.600000,226.567611,0,3.002844,24.200000,4.757143,243,1135.800000,4.674074,1362.367611
"K189110","여",22,"09/12/96",46.766667,1,"선불","CAT 200","이탈","ASAD90",313,1358.400000,128,217.799999,23,58.200001,400.822395,39,4.339936,1.701562,2.530435,464,1634.400000,3.522414,2035.222395
"K189330","여",16,"31/12/99",9.533333,2,"선불","CAT 200","이탈","ASAD90",250,931.800001,0,0.000000,75,137.000000,315.825658,0,3.727200,0.000000,1.826667,325,1068.800001,3.288615,1384.625659
"K189360","남",19,"05/07/99",15.500000,1,"선불","CAT 200","이탈","ASAD90",209,645.000000,146,600.900000,1,16.500000,264.357355,4,3.086124,4.115753,16.500000,356,1262.400000,3.546067,1526.757355
"K189370","남",19,"15/10/96",48.600000,5,"선불","CAT 200","유지","ASAD170",99,642.600000,286,628.200000,1,5.500000,304.968197,5,6.490909,2.196503,5.500000,386,1276.300000,3.306477,1581.268197
"K189430","남",13,"03/12/98",22.633333,7,"선불","CAT 200","유지","ASAD170",175,1134.599999,2,279.900000,31,50.500001,434.215323,23,6.483429,139.950000,1.629032,208,1465.000000,7.043269,1899.215323
"K189480","여",12,"11/04/98",30.500000,8,"선불","CAT 200","유지","ASAD90",293,1902.599999,136,261.000000,26,141.599999,198.147864,100,6.493515,1.919118,5.446154,455,2305.199998,5.066374,2503.347862
"K189510","남",18,"02/03/97",44.000000,0,"선불","CAT 200","이탈","ASAD90",534,1728.600000,5,8.400000,31,111.600000,390.611946,62,3.237079,1.680000,3.600000,570,1848.600000,3.243158,2239.211946
"K189600","남",13,"20/04/96",54.533333,0,"선불","CAT 200","유지","ASAD170",228,852.000000,269,765.600000,7,14.400000,454.390997,32,3.736842,2.846097,2.057143,504,1632.000000,3.238095,2086.390997
"K189610","여",24,"12/08/96",50.733333,10,"선불","CAT 200","이탈","ASAD90",395,1583.400001,4,53.700000,18,28.800000,409.655217,45,4.008608,13.425000,1.600000,417,1665.900001,3.994964,2075.555218
"K189920","여",24,"11/12/97",34.533333,2,"선불","CAT 200","이탈","S50",165,1102.200000,249,426.600001,29,45.000000,284.743633,31,6.680000,1.713253,1.551724,443,1573.800001,3.552596,1858.543634
"K190020","여",25,"13/04/96",54.766667,2,"선불","CAT 200","이탈","S50",186,1243.200000,47,167.099999,1,34.800000,431.999641,22,6.683871,3.555319,34.800000,234,1445.099999,6.175641,1877.099640
"K190210","남",19,"28/07/97",39.066667,0,"선불","CAT 200","이탈","ASAD90",611,1819.800000,151,282.600000,1,61.800000,238.838910,88,2.978396,1.871523,61.800000,763,2164.200000,2.836435,2403.038910
"K190270","남",25,"25/04/97",42.200000,0,"선불","CAT 200","유지","ASAD90",49,1386.600000,26,217.199999,3,13.000000,301.902201,38,28.297959,8.353846,4.333333,78,1616.799999,20.728205,1918.702200
"K190350","남",15,"24/10/96",48.300000,2,"선불","CAT 200","이탈","S50",240,1632.599999,102,249.900001,9,29.400001,595.690439,65,6.802500,2.450000,3.266667,351,1911.900001,5.447009,2507.590440
"K190360","여",19,"07/04/97",42.800000,5,"선불","CAT 200","유지","ASAD170",145,987.600001,56,177.000000,12,42.000000,270.219826,0,6.811034,3.160714,3.500000,213,1206.600001,5.664789,1476.819827
"K190370","여",21,"17/08/97",38.400000,2,"선불","CAT 200","이탈","S50",456,1314.600000,73,153.300000,5,12.000000,377.032003,26,2.882895,2.100000,2.400000,534,1479.900000,2.771348,1856.932003
"K190380","남",17,"20/07/96",51.500000,7,"선불","CAT 200","이탈","ASAD90",127,868.800000,4,112.200000,5,29.400000,209.480001,0,6.840945,28.050000,5.880000,136,1010.400000,7.429412,1219.880001
"K190470","남",21,"26/10/97",36.066667,2,"선불","CAT 200","유지","ASAD90",291,850.800000,67,171.000000,1,3.000000,329.132268,0,2.923711,2.552239,3.000000,359,1024.800000,2.854596,1353.932268
"K190700","남",12,"08/03/98",31.633333,1,"선불","CAT 200","이탈","S50",128,886.800000,122,303.900000,18,28.800000,197.907578,1,6.928125,2.490984,1.600000,268,1219.500000,4.550373,1417.407578
"K190710","남",23,"09/08/97",38.666667,8,"선불","CAT 200","이탈","S50",138,960.000000,0,0.000000,33,89.400000,231.399954,0,6.956522,0.000000,2.709091,171,1049.400000,6.136842,1280.799954
"K190750","남",19,"06/07/98",27.633333,7,"선불","CAT 200","이탈","S50",455,1909.200000,57,344.100001,27,43.000000,318.171438,100,4.196044,6.036842,1.592593,539,2296.300001,4.260297,2614.471439
"K190790","여",19,"24/01/96",57.433333,8,"선불","CAT 200","유지","ASAD170",117,915.000000,115,231.299999,4,39.000000,268.004240,0,7.820513,2.011304,9.750000,236,1185.299999,5.022458,1453.304239
"K190850","남",14,"05/11/97",35.733333,8,"선불","CAT 200","이탈","ASAD90",459,1871.400002,103,215.400002,18,88.800000,519.348870,90,4.077124,2.091262,4.933333,580,2175.600004,3.751034,2694.948874
"K190900","여",20,"15/05/98",29.366667,9,"선불","CAT 200","이탈","ASAD90",26,707.400000,16,268.200001,19,37.799999,191.557557,0,27.207692,16.762500,1.989474,61,1013.400000,16.613115,1204.957557
"K190940","남",18,"02/08/99",14.566667,1,"선불","CAT 200","이탈","ASAD90",229,959.400000,92,655.500000,2,51.000000,444.619443,36,4.189520,7.125000,25.500000,323,1665.900000,5.157585,2110.519443
"K190990","여",15,"08/10/99",12.333333,1,"선불","CAT 200","이탈","S50",157,641.400001,33,518.400001,28,74.400001,259.396955,2,4.085350,15.709091,2.657143,218,1234.200003,5.661468,1493.596958
"K191070","남",13,"24/08/99",13.833333,2,"선불","CAT 200","이탈","ASAD90",156,1107.000000,233,414.900001,24,51.000000,227.569592,31,7.096154,1.780687,2.125000,413,1572.900001,3.808475,1800.469593
"K191100","여",14,"16/02/99",20.133333,0,"선불","CAT 200","이탈","ASAD90",337,2382.000000,91,190.800001,14,23.000000,624.833239,133,7.068249,2.096703,1.642857,442,2595.800001,5.872851,3220.633240
"K191260","남",12,"14/08/98",26.333333,1,"선불","CAT 200","이탈","S50",113,809.399999,83,255.300000,13,28.800000,285.241127,0,7.162832,3.075904,2.215385,209,1093.499999,5.232057,1378.741126
"K191450","여",17,"16/04/96",54.666667,7,"선불","CAT 200","이탈","ASAD170",241,1727.399999,59,226.800000,12,35.399999,320.258990,73,7.167635,3.844068,2.950000,312,1989.599998,6.376923,2309.858988
"K191480","여",20,"31/10/97",35.900000,0,"선불","CAT 200","이탈","S50",329,2358.000000,100,186.599999,8,39.000000,501.920804,132,7.167173,1.866000,4.875000,437,2583.599999,5.912128,3085.520803
"K191510","여",13,"31/07/97",38.966667,6,"선불","CAT 200","유지","ASAD90",155,1118.400000,153,529.500002,11,28.500001,450.917107,39,7.215484,3.460784,2.590909,319,1676.400003,5.255172,2127.317110
"K191570","남",18,"21/08/98",26.100000,1,"선불","CAT 200","이탈","ASAD90",184,1323.600001,303,716.399999,4,49.000000,263.633742,72,7.193478,2.364356,12.250000,491,2089.000000,4.254582,2352.633742
"K191580","남",22,"05/08/97",38.800000,1,"선불","CAT 200","이탈","ASAD90",85,2215.799999,149,534.000000,2,70.200000,299.313132,144,26.068235,3.583893,35.100000,236,2819.999999,11.949153,3119.313131
"K191610","여",21,"19/07/96",51.533333,1,"선불","CAT 200","유지","ASAD170",147,1063.800000,1,236.100000,2,15.600000,219.952306,10,7.236735,236.100000,7.800000,150,1315.500000,8.770000,1535.452306
"K191650","여",20,"15/10/99",12.100000,1,"선불","CAT 200","이탈","ASAD90",215,1552.200000,197,407.100001,2,4.200000,315.227230,68,7.219535,2.066497,2.100000,414,1963.500001,4.742754,2278.727231
"K191710","남",23,"28/09/99",12.666667,1,"선불","CAT 200","이탈","ASAD90",158,1143.600001,177,508.200001,20,63.000000,189.640980,42,7.237975,2.871186,3.150000,355,1714.800002,4.830423,1904.440982
"K192050","여",13,"11/04/97",42.666667,8,"선불","CAT 200","유지","ASAD170",186,1374.600000,39,291.600000,16,68.400000,334.520472,47,7.390323,7.476923,4.275000,241,1734.600000,7.197510,2069.120472
"K192300","여",16,"31/08/96",50.100000,2,"선불","CAT 200","유지","ASAD170",172,1301.400001,27,104.099999,55,101.400001,254.503828,28,7.566279,3.855556,1.843636,254,1506.900001,5.932677,1761.403829
"K192390","여",15,"11/12/98",22.366667,2,"선불","CAT 200","이탈","ASAD90",161,1228.800001,66,816.000000,0,0.000000,423.504426,68,7.632298,12.363636,0.000000,227,2044.800001,9.007930,2468.304427
"K192430","여",13,"10/05/97",41.700000,1,"선불","CAT 200","이탈","ASAD90",197,1501.800000,49,234.300000,7,51.000000,496.134999,54,7.623350,4.781633,7.285714,253,1787.100000,7.063636,2283.234999
"K192510","남",14,"05/08/96",50.966667,9,"선불","CAT 200","이탈","ASAD90",154,787.800000,158,344.100000,35,70.800000,381.519829,0,5.115584,2.177848,2.022857,347,1202.700000,3.465994,1584.219829
"K192520","남",21,"08/08/97",38.700000,3,"선불","CAT 200","유지","ASAD170",169,1300.800001,182,299.700000,15,24.000000,274.381924,38,7.697041,1.646703,1.600000,366,1624.500001,4.438525,1898.881925
"K192740","여",19,"21/05/98",29.166667,0,"선불","CAT 200","유지","ASAD170",106,828.000000,247,535.800000,3,65.400000,288.462693,18,7.811321,2.169231,21.800000,356,1429.200000,4.014607,1717.662693
"K192750","여",14,"24/11/97",35.100000,1,"선불","CAT 200","유지","ASAD170",271,927.600000,64,356.099999,10,54.600000,424.049996,11,3.422878,5.564062,5.460000,345,1338.299999,3.879130,1762.349995
"K192800","여",13,"12/09/96",49.700000,0,"선불","CAT 200","이탈","ASAD90",290,1218.000000,87,167.699999,2,42.000000,289.065788,21,4.200000,1.927586,21.000000,379,1427.699999,3.767018,1716.765787
"K192920","여",17,"09/07/96",51.866667,5,"선불","CAT 200","이탈","ASAD90",125,1000.199999,7,19.800001,1,99.600000,331.536838,0,8.001600,2.828572,99.600000,133,1119.600000,8.418045,1451.136838
"K192960","남",19,"21/09/96",49.400000,1,"선불","CAT 200","유지","ASAD170",160,1276.200000,187,584.099999,14,34.000000,201.269938,58,7.976250,3.123529,2.428571,361,1894.299999,5.247368,2095.569937
"K193000","여",23,"19/08/96",50.500000,0,"선불","CAT 200","이탈","ASAD90",236,870.600000,4,228.000000,15,76.800000,386.188840,0,3.688983,57.000000,5.120000,255,1175.400000,4.609412,1561.588840
"K193010","여",13,"24/08/96",50.333333,2,"선불","CAT 200","이탈","ASAD90",271,2169.600000,8,28.200000,6,27.000000,363.563023,101,8.005904,3.525000,4.500000,285,2224.800000,7.806316,2588.363023
"K193330","여",21,"01/06/97",40.966667,2,"선불","CAT 200","이탈","S50",187,1535.399999,29,306.300000,15,58.200001,381.763530,63,8.210695,10.562069,3.880000,231,1899.900000,8.224675,2281.663530
"K193350","남",14,"19/10/98",24.133333,2,"선불","CAT 200","유지","ASAD170",159,803.400000,193,339.000000,1,52.500000,309.682110,0,5.052830,1.756477,52.500000,353,1194.900000,3.384986,1504.582110
"K193420","남",19,"28/10/99",11.666667,0,"선불","CAT 200","이탈","S50",213,909.600001,4,120.900000,4,29.500000,188.249557,0,4.270423,30.225000,7.375000,221,1060.000001,4.796380,1248.249558
"K193490","남",23,"01/08/98",26.766667,2,"선불","CAT 200","이탈","ASAD90",314,1083.000000,153,262.200000,1,8.400000,345.018664,13,3.449045,1.713725,8.400000,468,1353.600000,2.892308,1698.618664
"K193830","남",25,"17/02/96",56.633333,1,"선불","CAT 200","이탈","S50",334,1155.600001,235,484.500001,6,11.399999,318.012159,38,3.459880,2.061702,1.900000,575,1651.500001,2.872174,1969.512160
"K193890","남",24,"05/07/99",15.500000,0,"선불","CAT 200","유지","ASAD170",159,1377.000000,82,303.900000,1,13.200000,225.211103,44,8.660377,3.706098,13.200000,242,1694.100000,7.000413,1919.311103
"K193950","여",14,"04/10/97",36.800000,9,"선불","CAT 200","이탈","ASAD90",55,1125.000000,4,84.600000,13,26.000000,328.965585,3,20.454545,21.150000,2.000000,72,1235.600000,17.161111,1564.565585
"K194280","남",23,"27/02/99",19.766667,0,"선불","CAT 200","이탈","ASAD90",171,1531.200000,251,580.200000,0,0.000000,318.931470,79,8.954386,2.311554,0.000000,422,2111.400000,5.003318,2430.331470
"K194290","여",16,"05/10/96",48.933333,1,"선불","CAT 200","이탈","ASAD90",130,1165.199999,248,521.100000,5,30.000000,349.779778,43,8.963077,2.101210,6.000000,383,1716.299999,4.481201,2066.079777
"K194410","남",14,"14/01/98",33.400000,1,"선불","CAT 200","이탈","ASAD90",170,1539.000000,87,190.500001,12,66.000000,460.204530,55,9.052941,2.189655,5.500000,269,1795.500001,6.674721,2255.704531
"K194520","남",19,"12/01/99",21.300000,1,"선불","CAT 200","이탈","ASAD90",293,1276.800000,50,181.500000,13,166.800000,418.754330,37,4.357679,3.630000,12.830769,356,1625.100000,4.564888,2043.854330
"K194540","여",20,"19/03/99",19.100000,2,"선불","CAT 200","유지","ASAD90",102,928.200000,3,25.800000,0,0.000000,207.597337,0,9.100000,8.600000,0.000000,105,954.000000,9.085714,1161.597337
"K194560","남",24,"07/08/96",50.900000,0,"선불","CAT 200","유지","ASAD90",151,1374.000000,35,103.500000,4,90.000000,402.176309,34,9.099338,2.957143,22.500000,190,1567.500000,8.250000,1969.676309
"K194650","남",13,"18/03/99",19.133333,0,"선불","CAT 200","이탈","ASAD90",196,861.000000,302,688.800001,8,20.000000,387.763074,28,4.392857,2.280795,2.500000,506,1569.800001,3.102372,1957.563075
"K194890","남",14,"01/05/99",17.666667,2,"선불","CAT 200","유지","ASAD170",327,1438.799999,109,185.700000,61,100.799999,255.370412,48,4.400000,1.703670,1.652459,497,1725.299998,3.471429,1980.670410
"K194950","남",19,"10/10/97",36.600000,1,"선불","CAT 200","유지","ASAD170",436,1596.600001,45,338.099999,3,38.000000,187.050207,69,3.661927,7.513333,12.666667,484,1972.700000,4.075826,2159.750207
"K194970","여",25,"27/06/97",40.100000,1,"선불","CAT 200","이탈","S50",324,975.000000,309,543.000000,6,11.400001,307.978041,26,3.009259,1.757282,1.900000,639,1529.400001,2.393427,1837.378042
"K195030","남",22,"25/01/99",20.866667,1,"선불","CAT 200","이탈","ASAD90",372,1363.200000,37,78.600000,0,0.000000,357.340161,25,3.664516,2.124324,0.000000,409,1441.800000,3.525183,1799.140161
"K195060","남",19,"16/03/96",55.700000,0,"선불","CAT 200","유지","ASAD170",58,1084.199999,3,192.000000,2,17.400000,275.346473,8,18.693103,64.000000,8.700000,63,1293.599999,20.533333,1568.946472
"K195070","남",24,"25/05/98",29.033333,1,"선불","CAT 200","유지","S50",137,1322.399999,49,231.300000,7,16.500000,372.806521,34,9.652555,4.720408,2.357143,193,1570.199999,8.135751,1943.006520
"K195170","여",24,"17/06/98",28.266667,5,"선불","CAT 200","이탈","ASAD90",390,1366.200000,19,30.599999,26,84.000000,434.856826,26,3.503077,1.610526,3.230769,435,1480.799999,3.404138,1915.656825
"K195300","여",24,"01/12/98",22.700000,2,"선불","CAT 200","유지","S50",65,1190.400001,180,384.300001,16,29.000000,270.094047,35,18.313846,2.135000,1.812500,261,1603.700002,6.144444,1873.794049
"K195560","남",22,"24/07/98",27.033333,0,"선불","CAT 200","유지","ASAD170",455,1336.199999,15,51.600000,25,48.500001,221.952774,22,2.936703,3.440000,1.940000,495,1436.300000,2.901616,1658.252774
"K195780","남",18,"23/12/97",34.133333,4,"선불","CAT 200","이탈","S50",70,747.000000,297,463.800000,5,18.000000,326.511963,2,10.671429,1.561616,3.600000,372,1228.800000,3.303226,1555.311963
"K195930","여",22,"17/08/96",50.566667,2,"선불","CAT 200","이탈","ASAD90",184,1066.800000,52,186.600001,3,95.400000,315.051324,13,5.797826,3.588462,31.800000,239,1348.800001,5.643515,1663.851325
"K195970","여",25,"17/11/99",11.000000,1,"선불","CAT 200","이탈","ASAD90",231,817.800000,187,648.000000,6,142.000000,273.893222,30,3.540260,3.465241,23.666667,424,1607.800000,3.791981,1881.693222
"K196010","남",24,"05/11/98",23.566667,10,"선불","CAT 200","이탈","S50",429,1292.400001,20,56.100000,29,88.000000,426.260014,22,3.012587,2.805000,3.034483,478,1436.500001,3.005230,1862.760015
"K196240","여",15,"10/01/97",45.700000,1,"선불","CAT 200","이탈","ASAD90",66,738.600000,260,627.000000,15,39.500000,419.942525,15,11.190909,2.411538,2.633333,341,1405.100000,4.120528,1825.042525
"K196620","여",23,"11/05/96",53.833333,0,"선불","CAT 200","이탈","ASAD90",124,691.200000,177,346.800000,56,87.000000,324.196524,0,5.574194,1.959322,1.553571,357,1125.000000,3.151261,1449.196524
"K196720","남",21,"28/12/97",33.966667,0,"선불","CAT 200","이탈","S50",97,1149.000000,181,524.400001,1,27.000000,526.539677,41,11.845361,2.897238,27.000000,279,1700.400001,6.094624,2226.939678
"K196960","남",15,"21/10/96",48.400000,2,"선불","CAT 200","이탈","S50",153,842.400000,34,651.000000,5,63.600000,233.704915,27,5.505882,19.147059,12.720000,192,1557.000000,8.109375,1790.704915
"K197100","여",21,"14/07/99",15.200000,2,"선불","CAT 200","이탈","ASAD90",319,1481.400000,89,167.400000,35,133.000000,358.104084,53,4.643887,1.880899,3.800000,443,1781.800000,4.022122,2139.904084
"K197200","남",21,"27/10/97",36.033333,2,"선불","CAT 200","이탈","S50",92,1153.199999,142,217.199999,32,109.000000,207.486222,24,12.534783,1.529577,3.406250,266,1479.399998,5.561654,1686.886220
"K197710","남",19,"16/04/99",18.166667,1,"선불","CAT 200","이탈","ASAD90",365,1161.000000,93,171.900000,51,81.600000,180.434546,19,3.180822,1.848387,1.600000,509,1414.500000,2.778978,1594.934546
"K197720","남",17,"21/07/97",39.300000,2,"선불","CAT 200","이탈","S50",364,1710.000000,161,314.100000,12,52.799999,254.200720,79,4.697802,1.950932,4.400000,537,2076.899999,3.867598,2331.100719
"K198060","여",21,"22/01/99",20.966667,2,"선불","CAT 200","이탈","ASAD90",175,906.600001,2,357.300000,0,0.000000,381.370273,7,5.180571,178.650000,0.000000,177,1263.900001,7.140678,1645.270274
"K198120","남",21,"24/09/96",49.300000,2,"선불","CAT 200","이탈","S50",354,1672.800000,204,573.000000,12,31.000000,413.242639,93,4.725424,2.808824,2.583333,570,2276.800000,3.994386,2690.042639
"K198250","여",12,"13/04/98",30.433333,9,"선불","CAT 200","유지","ASAD170",166,2295.000000,136,226.500000,5,22.000000,325.398314,127,13.825301,1.665441,4.400000,307,2543.500000,8.285016,2868.898314
"K198350","여",24,"03/10/96",49.000000,0,"선불","CAT 200","이탈","S50",384,1843.199999,37,200.700000,0,0.000000,278.788610,81,4.800000,5.424324,0.000000,421,2043.899999,4.854869,2322.688609
"K198370","남",13,"25/01/96",57.400000,7,"선불","CAT 200","유지","ASAD170",65,910.800000,47,505.800000,0,0.000000,297.592560,20,14.012308,10.761702,0.000000,112,1416.600000,12.648214,1714.192560
"K198420","남",21,"13/07/97",39.566667,3,"선불","CAT 200","이탈","S50",103,1448.400000,282,631.800000,12,29.400000,268.974214,76,14.062136,2.240426,2.450000,397,2109.600000,5.313854,2378.574214
"K198520","남",15,"03/08/97",38.866667,0,"선불","CAT 200","이탈","ASAD170",46,696.600001,271,553.500000,1,14.000000,355.166307,4,15.143478,2.042435,14.000000,318,1264.100001,3.975157,1619.266308
"K198530","여",16,"22/09/98",25.033333,2,"선불","CAT 200","이탈","S50",60,853.200000,73,178.200000,22,38.500000,337.636412,0,14.220000,2.441096,1.750000,155,1069.900000,6.902581,1407.536412
"K198710","남",20,"14/06/97",40.533333,0,"선불","CAT 200","이탈","ASAD90",40,822.000000,35,156.600001,33,55.000000,231.267572,0,20.550000,4.474286,1.666667,108,1033.600001,9.570370,1264.867573
"K198800","남",24,"23/06/96",52.400000,2,"선불","CAT 200","이탈","ASAD90",67,985.800000,16,27.599999,49,83.400001,237.102204,0,14.713433,1.725000,1.702041,132,1096.800000,8.309091,1333.902204
"K198810","여",15,"04/09/99",13.466667,2,"선불","CAT 200","이탈","S50",52,1024.199999,16,210.900000,89,183.600000,329.863981,18,19.696154,13.181250,2.062921,157,1418.699999,9.036306,1748.563980
"K198840","남",18,"19/01/98",33.233333,1,"선불","CAT 200","이탈","ASAD90",72,1411.200000,26,167.700001,3,11.400000,483.156702,36,19.600000,6.450000,3.800000,101,1590.300001,15.745545,2073.456703
"K198880","여",20,"13/12/97",34.466667,9,"선불","CAT 200","유지","ASAD170",173,829.200000,190,310.500001,9,13.800000,225.335398,0,4.793064,1.634211,1.533333,372,1153.500001,3.100806,1378.835399
"K199000","여",24,"09/08/98",26.500000,9,"선불","CAT 200","이탈","ASAD90",67,1227.000000,53,580.800001,30,58.800001,586.106232,55,18.313433,10.958491,1.960000,150,1866.600002,12.444000,2452.706234
"K199050","남",15,"21/02/96",56.500000,9,"선불","CAT 200","이탈","ASAD90",80,1434.600000,248,453.600000,12,33.600000,189.017567,63,17.932500,1.829032,2.800000,340,1921.800000,5.652353,2110.817567
"K199220","여",24,"11/06/97",40.633333,1,"선불","CAT 200","이탈","S50",87,1509.000000,58,149.399999,28,47.499999,445.450905,47,17.344828,2.575862,1.696429,173,1705.899998,9.860694,2151.350903
"K199270","남",24,"24/11/96",47.266667,2,"선불","CAT 200","이탈","ASAD90",119,1716.600000,154,310.800000,2,19.200000,599.939801,77,14.425210,2.018182,9.600000,275,2046.600000,7.442182,2646.539801
"K199340","여",16,"08/05/99",17.433333,0,"선불","CAT 200","유지","S50",212,1025.400000,105,303.299999,30,48.600000,380.631626,15,4.836792,2.888571,1.620000,347,1377.299999,3.969164,1757.931625
"K199440","남",24,"03/09/98",25.666667,1,"선불","CAT 200","이탈","ASAD90",301,1087.200000,106,164.700001,18,76.800000,244.185029,11,3.611960,1.553774,4.266667,425,1328.700001,3.126353,1572.885030
"K199560","남",20,"13/11/97",35.466667,0,"선불","CAT 200","이탈","ASAD90",50,708.599999,104,264.599999,3,31.000000,282.245238,0,14.172000,2.544231,10.333333,157,1004.199998,6.396178,1286.445236
"K199610","여",12,"17/01/97",45.466667,0,"선불","CAT 200","이탈","S50",189,921.600001,222,382.499999,57,95.500000,193.306195,16,4.876190,1.722973,1.675439,468,1399.600000,2.990598,1592.906195
"K199630","여",23,"03/10/97",36.833333,0,"선불","CAT 200","이탈","ASAD90",662,2382.000000,40,71.400001,17,90.500000,708.620593,130,3.598187,1.785000,5.323529,719,2543.900001,3.538108,3252.520594
"K199660","남",23,"04/10/98",24.633333,0,"선불","CAT 200","유지","ASAD90",155,2172.600001,119,272.100000,63,101.000000,294.324468,124,14.016774,2.286555,1.603175,337,2545.700001,7.554006,2840.024469
"K199790","여",19,"26/03/96",55.366667,1,"선불","CAT 200","이탈","ASAD90",55,979.200000,121,235.200000,7,17.000000,404.812210,2,17.803636,1.943802,2.428571,183,1231.400000,6.728962,1636.212210
"K199800","여",20,"23/07/96",51.400000,0,"선불","CAT 200","이탈","ASAD90",71,1254.600000,21,36.000000,7,31.000000,274.066001,11,17.670423,1.714286,4.428571,99,1321.600000,13.349495,1595.666001
"K199940","여",15,"25/03/99",18.900000,1,"선불","CAT 200","이탈","S50",40,759.600000,227,346.199999,69,121.800001,360.909592,2,18.990000,1.525110,1.765217,336,1227.600000,3.653571,1588.509592
"K200260","남",15,"24/04/96",54.400000,1,"선불","CAT 200","이탈","S50",63,1365.600000,45,234.600000,24,58.200001,357.370749,41,21.676190,5.213333,2.425000,132,1658.400001,12.563636,2015.770750
"K200300","남",14,"21/06/97",40.300000,2,"선불","CAT 200","이탈","ASAD90",264,943.800001,88,221.100002,19,31.199999,196.916819,0,3.575000,2.512500,1.642105,371,1196.100002,3.223989,1393.016821
"K200320","여",21,"01/01/98",33.833333,9,"선불","CAT 200","이탈","ASAD90",24,540.000000,264,457.800001,20,78.600000,196.278832,0,22.500000,1.734091,3.930000,308,1076.400001,3.494805,1272.678833
"K200570","여",25,"22/01/97",45.300000,1,"선불","CAT 200","이탈","ASAD90",134,691.800000,53,260.700001,21,129.600001,277.036689,0,5.162687,4.918868,6.171429,208,1082.100002,5.202404,1359.136691
"K200830","남",22,"23/02/98",32.066667,2,"선불","CAT 200","이탈","S50",24,663.600000,270,562.500000,30,46.000000,250.694583,5,27.650000,2.083333,1.533333,324,1272.100000,3.926235,1522.794583
"K200850","여",16,"22/12/97",34.166667,1,"선불","CAT 200","이탈","S50",251,1164.000000,188,321.300000,57,125.499999,388.610581,35,4.637450,1.709043,2.201754,496,1610.799999,3.247581,1999.410580
